Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"K-mer Search","Antibiotic Resistance","PATRIC","562.100023","Escherichia coli ef72b1ae-7bb8-11e9-a8d3-68b59976a384","fig|562.100023.peg.2895",,,,,"TolC/OpmH","Outer membrane channel TolC (OpmH)","Outer membrane channel TolC (OpmH)","efflux pump conferring antibiotic resistance","Penams, Cephamycins, Cephalosporins, Monobactams, Tetracyclines, Rifamycins, Phenicol antibiotics, Aminocoumarin antibiotics, Glycylcyclines, Fluoroquinolones Quinolones Quinolines, Triclosan, Macrolides, Glycylcyclines",,"6219270",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102031","Escherichia coli Map_193_004","fig|562.102031.peg.2232",,,,,"inhA, fabI","Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)","Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)","antibiotic target in susceptible species","Isoniazid, Ethionamide, Triclosan","isoniazid;ethionamide;triclosan","18193820;10869170;8284673",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.99839","Escherichia coli ec305f96-7bb8-11e9-a8d3-68b59976a384","fig|562.99839.peg.2794",,,,,"kasA","3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)","3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)","antibiotic target in susceptible species","Isoniazid, Triclosan","isoniazid;triclosan","10428945",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.100019","Escherichia coli 8b3954a4-7bb8-11e9-a8d3-68b59976a384","fig|562.100019.peg.5128",,,,,"EF-Tu","Translation elongation factor Tu","Translation elongation factor Tu","antibiotic target in susceptible species","Elfamycins","kirromycin;enacyloxin IIa;pulvomycin","364475;9678602",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102200","Escherichia coli CNTRL_EPEC38","fig|562.102200.peg.1192","E4501_00500",,,,"AcrAB-TolC","Transcriptional regulator of acrAB operon, AcrR","Transcriptional regulator of acrAB operon, AcrR","regulator modulating expression of antibiotic resistance genes","Cephalosporins, Penams, Tetracyclines, Glycylcyclines, Phenicol antibiotics, Rifamycins, Fluoroquinolones Quinolones Quinolines, Triclosan","tigecycline;chloramphenicol;rifampin;tetracycline;ampicillin;cefalothin�",,,,,
"BLAT","Antibiotic Resistance","CARD","562.102204","Escherichia coli DIAR_EPEC28","fig|562.102204.peg.4165","E4516_15630",,"BAE77595.1","Escherichia coli str. K-12 substr. W3110","gyrB","DNA gyrase subunit B (EC 5.99.1.3)",,"aminocoumarin resistance gene,antibiotic resistant gene variant or mutant",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.102146","Escherichia coli YZ21HCE7","fig|562.102146.peg.2481","MRY54_11995",,"BAE77595.1","Escherichia coli str. K-12 substr. W3110","gyrB","DNA gyrase subunit B (EC 5.99.1.3)",,"aminocoumarin resistance gene,antibiotic resistant gene variant or mutant",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.22455","Escherichia coli O25:H4 strain ECO0029","fig|562.22455.peg.2709",,,"YP_491362.1","Escherichia coli str. K-12 substr. W3110",,"Dihydropteroate synthase (EC 2.5.1.15)",,"antibiotic resistant gene variant or mutant,sulfonamide resistance gene",,,,100,100,99,"1e-158"
"BLAT","Antibiotic Resistance","CARD","562.102103","Escherichia coli 107","fig|562.102103.peg.3536","MQY92_17000",,"NP_414997.1","Escherichia coli str. K-12 substr. MG1655","acrR","Transcriptional regulator of acrAB operon, AcrR",,"antibiotic resistant gene variant or mutant,efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,100,"1e-119"
"BLAT","Antibiotic Resistance","CARD","562.102287","Escherichia coli Col524","fig|562.102287.peg.4541","K9T79_14590",,"NP_414618.4","Escherichia coli str. K-12 substr. MG1655","leuO","LysR family transcriptional activator LeuO",,"gene modulating antibiotic efflux,sulfonamide resistance gene",,,,100,100,99,"1e-181"
"BLAT","Antibiotic Resistance","CARD","562.99762","Escherichia coli 86f8d298-7bb8-11e9-a8d3-68b59976a384","fig|562.99762.peg.3817",,,"AAC75135.2","Escherichia coli str. K-12 substr. MG1655","mdtA","Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA",,"efflux pump conferring antibiotic resistance",,"novobiocin",,100,100,98,"1e-230"
"BLAT","Antibiotic Resistance","CARD","562.99762","Escherichia coli 86f8d298-7bb8-11e9-a8d3-68b59976a384","fig|562.99762.peg.1144",,,"AAC76296.1","Escherichia coli str. K-12 substr. MG1655","acrS","Probable acrEF/envCD operon repressor EnvR",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,99,99,99,"1e-122"
"BLAT","Antibiotic Resistance","NDARO","562.102172","Escherichia coli YZ21HCE20","fig|562.102172.peg.4543","MRY34_22070",,"WP_000034420.1","Enterobacterales","sul3","Dihydropteroate synthase (EC 2.5.1.15)","MULTISPECIES: sulfonamide-resistant dihydropteroate synthase Sul3","",,,,100,100,100,"1e-145"
"BLAT","Antibiotic Resistance","CARD","562.99928","Escherichia coli 6926d9bc-7bb9-11e9-a8d3-68b59976a384","fig|562.99928.peg.4611",,,"NP_312937.1","Escherichia coli O157:H7 str. Sakai","rpoB","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)",,"antibiotic resistant gene variant or mutant,rifampin resistance gene",,,,100,100,100,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102283","Escherichia coli Col54","fig|562.102283.peg.985","K9T59_07070",,,,"AcrAB-TolC","Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)","Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)","efflux pump conferring antibiotic resistance","Cephalosporins, Penams, Tetracyclines, Glycylcyclines, Phenicol antibiotics, Rifamycins, Fluoroquinolones Quinolones Quinolines, Triclosan","ciprofloxacin;tigecycline;chloramphenicol;rifampin;tetracycline;ampicillin;cefalothin�","7651136",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.99786","Escherichia coli c9b1a1e6-7bb8-11e9-a8d3-68b59976a384","fig|562.99786.peg.1351",,,,,"GadE","Transcriptional activator GadE","Transcriptional activator GadE","regulator modulating expression of antibiotic resistance genes","Multiple antibiotic resistance",,"14702398;12940989",,,,
"BLAT","Antibiotic Resistance","CARD","562.102285","Escherichia coli Col755","fig|562.102285.peg.455","K9T96_07740",,"EFF04178.1","Escherichia coli B185","emrD","Multidrug efflux pump EmrD (of MFS type)",,"efflux pump conferring antibiotic resistance",,,,99,100,99,"1e-225"
"BLAT","Antibiotic Resistance","CARD","562.101986","Escherichia coli ST167","fig|562.101986.peg.1462",,,"BAA11237.1","Escherichia coli","emrY","Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",,"efflux pump conferring antibiotic resistance",,"tetracycline",,100,100,100,"1e-297"
"BLAT","Antibiotic Resistance","CARD","562.101997","Escherichia coli Map_11_004","fig|562.101997.peg.1021",,,"YP_489201.1","Escherichia coli str. K-12 substr. W3110","ompF","Outer membrane porin OmpF",,"antibiotic resistant gene variant or mutant,beta-lactam resistance gene,gene modulating permeability to antibiotic",,,,100,100,100,"1e-215"
"BLAT","Antibiotic Resistance","CARD","562.62835","Escherichia coli strain EH3168","fig|562.62835.peg.5576","G4O23_06450",,"AAC76297.1","Escherichia coli str. K-12 substr. MG1655","acrE","Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE",,"efflux pump conferring antibiotic resistance",,,,88,99,100,"1e-190"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102032","Escherichia coli Map_190_003","fig|562.102032.peg.1376",,,,,"MarR","Multiple antibiotic resistance protein MarR","Multiple antibiotic resistance protein MarR","antibiotic resistance gene cluster,cassette,or operon","Penams, Carbapenems, Cephamycins, Cephalosporins, Monobactams, Tetracyclines, Rifamycins, Phenicol antibiotics,  Glycylcyclines, Fluoroquinolones Quinolones Quinolines, Triclosan","cefalothin;chloramphenicol;tigecycline;ampicillin;tetracycline;rifampin","7768850;8282690;8383113;9068629",,,,
"BLAT","Antibiotic Resistance","CARD","562.102228","Escherichia coli IBD_EPEC6","fig|562.102228.peg.3986","E4550_11685",,"CDJ73208","Escherichia coli str. K-12 substr. MC4100","UhpT","Hexose phosphate transport protein UhpT",,"antibiotic resistant gene variant or mutant,fosfomycin resistance gene",,,,100,100,99,"1e-269"
"BLAT","Antibiotic Resistance","CARD","562.99953","Escherichia coli 63dea458-7bb9-11e9-a8d3-68b59976a384","fig|562.99953.peg.4180",,,"BAE78083.1","Escherichia coli str. K-12 substr. W3110","mdtO","Membrane fusion component MdtO of tripartite multidrug resistance system",,"efflux pump conferring antibiotic resistance",,,,100,100,97,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102266","Escherichia coli Col1252","fig|562.102266.peg.66","K9T83_09290",,,,"H-NS","DNA-binding protein H-NS","DNA-binding protein H-NS","regulator modulating expression of antibiotic resistance genes","Penams, Cephamycins, Cephalosporins, Fluoroquinolones Quinolones Quinolines, Macrolides, Tetracyclines","cloxacillin;oxacillin;ciprofloxacin;norfloxacin;erythromycin;tetracycline ","14973023",,,,
"BLAT","Antibiotic Resistance","CARD","562.99789","Escherichia coli d4642e7e-7bb8-11e9-a8d3-68b59976a384","fig|562.99789.peg.3646",,,"AAC75138.1","Escherichia coli str. K-12 substr. MG1655","mdtD","Uncharacterized transporter MdtD of major facilitator superfamily (MFS)",,"efflux pump conferring antibiotic resistance",,,,100,100,98,"1e-264"
"BLAT","Antibiotic Resistance","CARD","562.100624","Escherichia coli 1d86dd9a-7bb9-11e9-a8d3-68b59976a384","fig|562.100624.peg.840",,,"AAC74149.2","Escherichia coli str. K-12 substr. MG1655","mdtH","Multidrug resistance protein MdtH",,"efflux pump conferring antibiotic resistance",,,,100,100,100,"1e-233"
"BLAT","Antibiotic Resistance","CARD","562.8464","Escherichia coli","fig|562.8464.peg.939",,,"AAC75315.1","Escherichia coli str. K-12 substr. MG1655",,"UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) / UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (EC 1.1.1.305)",,"gene altering cell wall charge conferring antibiotic resistance;polymyxin resistance gene",,"colistin",,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.18849","Escherichia coli strain MOD1-EC5465","fig|562.18849.peg.1036",,,"AAC76297.1","Escherichia coli str. K-12 substr. MG1655",,"Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE",,"efflux pump conferring antibiotic resistance",,,,100,100,98,"1e-213"
"BLAT","Antibiotic Resistance","CARD","1281187.3","Escherichia coli UMEA 3122-1","fig|1281187.3.peg.2848","G912_02769","VBIEscCol277884_2848","NP_417169.1","Escherichia coli str. K-12 substr. MG1655",,"Multidrug resistance regulator EmrR (MprA)",,"efflux pump conferring antibiotic resistance;gene modulating antibiotic efflux",,,,100,100,100,"2e-97"
"BLAT","Antibiotic Resistance","CARD","1446701.4","Escherichia coli O169:H41 strain F6326-C1","fig|1446701.4.peg.1714",,,"AAC75138.1","Escherichia coli str. K-12 substr. MG1655",,"Uncharacterized transporter MdtD of major facilitator superfamily (MFS)",,"efflux pump conferring antibiotic resistance",,,,100,100,99,"1e-266"
"K-mer Search","Antibiotic Resistance","PATRIC","562.99897","Escherichia coli b5ce2f68-7bb9-11e9-a8d3-68b59976a384","fig|562.99897.peg.2627",,,,,"kasA","3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)","3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)","antibiotic target in susceptible species","Isoniazid, Triclosan","isoniazid;triclosan","10428945",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102004","Escherichia coli B604_004","fig|562.102004.peg.2582",,,,,"MdtABC-TolC","Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA","Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA","efflux pump conferring antibiotic resistance","Aminocoumarin antibiotics","novobiocin","12107134",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.101977","Escherichia coli SMG003F7","fig|562.101977.peg.1875","ML372_16870",,,,"dxr","1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)","1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)","antibiotic target in susceptible species","Fosmidomycin","fosmidomycin","16321944",,,,
"BLAT","Antibiotic Resistance","CARD","562.101991","Escherichia coli B619_005","fig|562.101991.peg.1938",,,"AAC75315.1","Escherichia coli str. K-12 substr. MG1655","arnA","UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) / UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (EC 1.1.1.305)",,"gene altering cell wall charge conferring antibiotic resistance,polymyxin resistance gene",,"colistin",,100,100,98,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102032","Escherichia coli Map_190_003","fig|562.102032.peg.2953",,,,,"OxyR","Hydrogen peroxide-inducible genes activator => OxyR","Hydrogen peroxide-inducible genes activator => OxyR","regulator modulating expression of antibiotic resistance genes","Isoniazid","isoniazid","25799046",,,,
"BLAT","Antibiotic Resistance","CARD","562.99964","Escherichia coli 7a42ece0-7bb9-11e9-a8d3-68b59976a384","fig|562.99964.peg.1303",,,"NP_415372.1","Escherichia coli str. K-12 substr. MG1655","nfsA","Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)",,"antibiotic resistant gene variant or mutant,nitrofuratoin resistance gene",,,,100,100,98,"1e-135"
"K-mer Search","Antibiotic Resistance","PATRIC","562.100025","Escherichia coli 8f74c4ae-7bb8-11e9-a8d3-68b59976a384","fig|562.100025.peg.3449",,,,,"folP","Dihydropteroate synthase (EC 2.5.1.15)","Dihydropteroate synthase (EC 2.5.1.15)","antibiotic target in susceptible species","Sulfonamides","sulfadiazine;sulfadimidine;sulfadoxine;sulfamethoxazole;sulfisoxazole;sulfacetamide;mafenide;sulfasalazine;sulfamethizole;dapsone","15673783",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102028","Escherichia coli Map_203_002","fig|562.102028.peg.3256",,,,,"OxyR","Hydrogen peroxide-inducible genes activator => OxyR","Hydrogen peroxide-inducible genes activator => OxyR","regulator modulating expression of antibiotic resistance genes","Isoniazid","isoniazid","25799046",,,,
"BLAT","Antibiotic Resistance","CARD","562.102203","Escherichia coli DIAR_EPEC33","fig|562.102203.peg.5316","E4489_11745",,"AAC76093.1","Escherichia coli str. K-12 substr. MG1655","bacA","Undecaprenyl-diphosphatase (EC 3.6.1.27)",,"gene conferring antibiotic resistance via molecular bypass,peptide antibiotic resistance gene",,"bacitracin A;bacitracin B;bacitracin F",,100,100,100,"1e-153"
"BLAT","Antibiotic Resistance","CARD","562.102013","Escherichia coli Map_42_004","fig|562.102013.peg.3547",,,"AAL59753.1","Vibrio cholerae","sul2","Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein",,"",,"sulfadiazine;sulfadimidine;sulfadoxine;sulfamethoxazole;sulfisoxazole;sulfacetamide;mafenide;sulfasalazine;sulfamethizole",,100,100,100,"1e-148"
"BLAT","Antibiotic Resistance","CARD","562.30879","Escherichia coli strain A185","fig|562.30879.peg.4744",,,"AAA50993.1","Escherichia coli",,"Translation elongation factor Tu",,"antibiotic resistant gene variant or mutant,elfamycin resistance gene",,,,26,100,100,"2e-55"
"BLAT","Antibiotic Resistance","NDARO","562.102081","Escherichia coli Map_123_005","fig|562.102081.peg.1710",,,"WP_001082319.1","Bacteria",,"Aminoglycoside 3''-phosphotransferase (EC 2.7.1.87) => APH(3'')-I","MULTISPECIES: aminoglycoside O-phosphotransferase APH(3'')-Ib","",,,,77,100,100,"1e-121"
"BLAT","Antibiotic Resistance","CARD","562.100658","Escherichia coli 94547cf8-7bb8-11e9-a8d3-68b59976a384","fig|562.100658.peg.2705",,,"NP_418540.1","Escherichia coli str. K-12 substr. MG1655","adiY","Transcriptional regulator of catabolic arginine decarboxylase (adiA)",,"efflux pump conferring antibiotic resistance",,,,100,100,99,"1e-145"
"BLAT","Antibiotic Resistance","CARD","562.100636","Escherichia coli 42ebcda2-7bb9-11e9-a8d3-68b59976a384","fig|562.100636.peg.2641",,,"NP_418486.1","Escherichia coli str. K-12 substr. MG1655","soxS","DNA-binding transcriptional dual regulator SoxS",,"antibiotic resistant gene variant or mutant,efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux,gene modulating permeability to antibiotic",,,,100,100,100,"1e-56"
"BLAT","Antibiotic Resistance","CARD","562.100649","Escherichia coli 9e6ad73c-7bb8-11e9-a8d3-68b59976a384","fig|562.100649.peg.3244",,,"AAC75429.1","Escherichia coli str. K-12 substr. MG1655","evgS","Hybrid sensory histidine kinase in two-component regulatory system with EvgA",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,96,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.99952","Escherichia coli 7892e8be-7bb9-11e9-a8d3-68b59976a384","fig|562.99952.peg.3935",,,"NP_415791.1","Escherichia coli str. K-12 substr. MG1655","cysB","Cys regulon transcriptional activator CysB",,"aminocoumarin resistance gene",,,,100,100,100,"1e-185"
"BLAT","Antibiotic Resistance","CARD","562.100019","Escherichia coli 8b3954a4-7bb8-11e9-a8d3-68b59976a384","fig|562.100019.peg.2364",,,"AAC76298.1","Escherichia coli str. K-12 substr. MG1655","acrF","Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)",,"efflux pump conferring antibiotic resistance",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.65376","Escherichia coli strain AMC_48","fig|562.65376.peg.3591",,,"NP_415372.1","Escherichia coli str. K-12 substr. MG1655","nfsA","Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)",,"antibiotic resistant gene variant or mutant,nitrofuratoin resistance gene",,,,100,100,98,"1e-135"
"BLAT","Antibiotic Resistance","CARD","562.102285","Escherichia coli Col755","fig|562.102285.peg.4287","K9T96_13285",,"YP_492255.1","Escherichia coli str. K-12 substr. W3110","PmrB","Sensor protein BasS/PmrB (activates BasR/PmrA)",,"",,,,100,99,99,"1e-201"
